148.286576397419,75.707160724811
43.9143607515956,113.502839529704
36.0209863513708,97.3523123548465
156.826308442092,35.4497344306732
273.61980126397,128.889773556707
248.911952519922,218.768349042807
351.830496847609,124.253251159572
79.3210345770759,188.84578368748
236.641662261994,163.399030170935
379.418012558369,217.721508636279
180.940235487014,161.717877624792
156.590324379975,165.942021272353
196.896014418001,177.434736704587
101.419303861323,194.848938342186
145.490284628862,139.900928220896
166.512449465222,33.1071404201418
317.154870498861,86.3084976603787
146.903031599594,118.444029437425
299.050846172698,103.234354993403
146.629030702165,139.25029506258
153.353404151375,375.07425483356
939.785785280887,268.655953203143
206.426347421779,264.703702904615
118.65671730505,521.450634270651
337.942735922639,163.580910480965
529.185709650228,644.006155023237
373.51541339447,387.21414537723
315.254140385744,72.1343699988313
107.451850125169,85.895098224566
103.60924999113,57.8546976011556
11.6511307865862,100.989474755101
99.3763709610688,17.8780490618291
56.793830608221,26.1110085273679
19.2566323929339,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
